post_date,headlines,texts,likes,comment_counts,shares,url,sponsored,sponsor_name
TBD,800-seat Bukit Canberra Hawker Centre with 44 stalls to open on Dec. 17,"There will be more unique food options such as mookata, Hainan & Harbin cuisine, Mexican-Indian fusion food and BBQ Melaka Seafood.",1500,217,599,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Fbukit-canberra-hawker-centre-open%2F&h=AT3e-rinfxMVEr-k8XwC_jIHg13q5jKGp1YhTL7CW0lxxa2nBylkKyUrds5jRfd-As7nQOOfDSz0D1vtJIkezCmVsjQ44rmzjKGgSnP_InOTfnvrFaEM5hNWDXfwZ9VI21WvQq61raCQJn8AMwsqLWSzgA&__tn__=%2CmH-R&c[0]=AT33f2DYtRkepOWj_PtDKRAuG7LIgxHXUFBXjCnqtop5WXzJDssVGLBd7emniSbb6cJy-TFKHt0hvcCdIdli8C37mOKVDP0scJy9bsUCvEoqnTG46Yr1P7wgYhfq3neQVykuwSLab0-xVonXZToWxfdQ_mH46yz4S15evf8SjZpIcQAGuvpa0B5LNPCVgmved_BThJIp_5iKDlCY2HOkOjhBDalquof--8z2ngI,ORGANIC,ORGANIC
TBD,Sports Hub marks official takeover by Sport S'pore with giant Christmas installations & free sports try-outs till Jan. 2023,"There are also free live screenings of the ongoing FIFA World Cup 2022 quarter, semi, and final matches.",294,0,49,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Fsport-hub-sport-singapore-handover%2F&h=AT2pK6I31HYXj5h01kIebsK_ruBIUDC0P4AEhYh32DcuWH3eyFpdaLL4lbj-3T9xCyxaHt_1yc3KBUu3BYfaGhEIGlzsb94OgcMH3vAdS7AtVa2wwQ0eGt1jL6eAaPRIsKdR3b62HmF5b074iFmF_zBVNQ&__tn__=%2CmH-R&c[0]=AT1u2pPrDwnoQdGWYuk1gPhyS58NM5ESpfM8RULTb7XRECCB0AMwmREePslwDRjJWnMOh-TBPqDqBR_Bu7WJsxMxbFt_Z8fPG8D9y95Qnaf_v_yW9Y-yUQlnk5WtLro6Kr-8mcd9uZBthFK3Vt6CliLlAMuQs-r_MZemdBbHgQ6yP0tHzEq_NshB1wForhN4837pVUqL3a39qvdVwxhMkA8qF7blrmgCjr5nTqo,ORGANIC,ORGANIC
TBD,"Woman in S'pore leaves baking assistant job & joins police, wins fitness award after doing 28 pull-ups","""If male officers are expected to scale a wall while bearing a 20kg load, female officers will do the same,"" said Sergeant Stephanie Koo.",4300,156,159,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Fpolicewoman-28-pull-ups%2F&h=AT3eConNYkcizsotFb5trPoBZigROvzBGyRqkB97qvna00dbEGX3nvL2e_w1Hkv_kkbFNa34FPS_G9NYbIdCDAyPNEyyu72aXQqa7Dk5SzF8iamFTL-Pm7Z63Pe37rrBTgD2Tb9twk8LkTf7TKfKNVoHAA&__tn__=%2CmH-R&c[0]=AT1nDQhBS-XVhI89raPb8dnr7pwIFOj8AqabJyFPlhuuGeR1Kqljqnyvy6h8UkwKMfUZGU056quezP62TPj4Gf8YEo99Yu_m6llYbGBF4ZuO_O8kHYXTq3BAPPqT1yoBUDPvO5xF_Gx3YfadIfAzdlMAeX-v7FlFvlPYSCoZL10WxsSKegMj45xYsXLzakaJUutwJoHRzncKOgLA65fzJeTV0nIZpsdr-3BHXSc,ORGANIC,ORGANIC
TBD,S'pore police negotiator once spent 21 hours convincing man not to jump off 7-storey high crane,"In 2021, the Crisis Negotiation Unit responded to 65 incidents that involved suicide attempts to barricaded individuals. CNU officers are police officers and psychologists who volunteer their time and hold secondary appointments as negotiators, over and above their primary duties.",238,16,18,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Fcrisis-negotiation-unit-spf%2F&h=AT08caZLHV5MHojau6OBN-l1TnCRZiZOVohyoU4Tbt6c3NadRbIKapVMV5NNzW6ZmEZ2tHCv4L3JM00Ac1RGm5GHHnBUnwwH1_vBx-mVUtodc6NkMcJGdp4aBCxgp8jaj8wzHAPZ3v8_JEh48ukTYxFJ_w&__tn__=%2CmH-R&c[0]=AT1ARFcK3EPm4zZydkAtZf8NdZIL_uMhdaQeYXtZKFdCmmNvbZ6h7nAU2a7yk5fWS9L-mulGYYLOC55qmv4UDMx9qXmg0o6c3dcUq-2Tn1LAdGTIQ6ObLAawr3YaMyJZE04A-rUlu2D-T4iPbRTW5aX_IU8uhCDJ4SkOkXRNSkaomxr4TkNyE76zkPN3Fl86xKQagE7hTVUQ38_sfJvy5wmsmgG86zOCpZ5qiMc,ORGANIC,ORGANIC
TBD,Last train & SMRT bus timings to be extended for 2022 Christmas Eve & New Year’s Eve,Good for those planning to party late into the night.,896,79,308,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Flast-train-bus-timings-december-2022%2F&h=AT2HWjiGHxp6SNTD53KMLrrwq0WT4crQsN95WB3acENLAfoPDrw_-C5gQhbmoedHO_kv5mGRqDPMdoR7RswiF5tlr7nFgCZF4TM6lNREqTVTPbmZNOPWv1iFjtS612IYlNtjQJHJ06t6m5MnthYz6Cql6g&__tn__=%2CmH-R&c[0]=AT0L-qS6xco7GLnhpdmpGkidiaYW2CJOnapQTdY-llOwzvNcqqCt_oE3xvgPf5JHjfJjxnWwxiee3AwzgWfXEAgti11FQYQfhI6ZYkCyg1ctRhVWFXrsMDN-vSdp15uTC61wQAJxNHET4stjpOZguNRVutp1mqhyUIC44VgMKt7ycYDDREz6a1Go82JXQqkSMINnEnWyRjaJ6ClOltKn6HB-QpjqEAKwTOCnjFo,ORGANIC,ORGANIC
TBD,"Here’s how I put together a Christmas party for my dogs, all without leaving the house","In the spirit of the holiday season, our writer organised a Christmas party for her three dogs.
She ordered canine and human-friendly food and treats — with everything delivered right to her doorstep. Cutest pictures and GIFs of the trio included inside.
Brought to you by Grab.",112,13,16,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Fchristmas-party-with-dogs%2F&h=AT0lIdW1-F0tCPwL2aM1scaoRRB7PIFwcwpLZzM9kFi5qVKCNX9ZJmAZbkeJ3EJzR7pBkcUQIUmkSUvlIUQ7XhP37lig-b7fwth9m308ZPUvWR5pIIZJp0h-URZenEVNkChcDpYe_H8jJVTmcenfkOCviA&__tn__=%2CmH-R&c[0]=AT2K7b5A3mm0ALvOnYUvy5Q0KK4H7y5d2Z2euUCRN4qn6EkTtq3LjOW9dcHmz6bldBORhPPYGglH_XD96B7uk32JqhJ4yS_ovnwGc7t8nUQxSNtzG1gbN6sNKgoGVuAwtHS6c4iJbr43CXSWdFyfVtGY0JoVNu6WsvsflVG8yA-DHvJQV6ClpzMeSvM24-Rnide2MDaS60w4r0MgCScoDPT6q7HD7Ew9VLy4fZY,SPONSORED,Grab
TBD,"Argentina beats Netherlands on penalties, will face Croatia in 2022 World Cup semi-finals","The Netherlands came back from a two-goal deficit, with goals in the 83rd minute and in extra time, but Argentina eventually prevailed.",1500,68,50,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Fargentina-netherlands-2022-world-cup%2F&h=AT0xlQaSu-mdtQGL6jICWWIHMgGjMxgZZbs6KSimgqA01IcqDRgfD0RUr43yJYXw803p-FdKEJ6YjA8P402F_aptqh8fCSw92KOpFnRQ_ipijZLYlK-W3RHOlxk3I8BCwUQNlpx7y9y-i7wXP55NXK0jaQ&__tn__=%2CmH-R&c[0]=AT1By9alQEPk3vvZqKBvVE46FIsaRE6eIbiaBifG2L_Pl0THN6TE9q8AYJhysydMzkiIYve7ZAXy9CyWRe1_lsDZvZFFSNww_fLjARpdi3P06Q_2UjCTXA1Y-85OYjWDOodDa60Uob0EqMCQ-WLsDa0iVLttX1S6_d9OM-GrkcMfJJfVx7SyJpZf8c2eOA2URoTzQjRj8DZb9XgCDvYh1BUrA_di5JMlcbdBgiE,ORGANIC,ORGANIC
TBD,"Separated for 6 years, S'porean man flies domestic helper's 2 children here for surprise reunion","The employer spent S$3,000 of his own money to make this happen. It was the first time the helper's two children have taken a trip out of their own country. And it was the first time in six years the two children have met their mother face-to-face.",5100,373,277,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Fsingaporean-man-fly-domestic-helper-children%2F&h=AT1XWpd0ZDcpUEyi2dPzVPbdOlHtrXbbGc2Gy_-Aq9S0u9OTFWR_BaGeBNvf6KuNla7NlCpZ6ObqIImnZWKJx9qOZMnyN9-5CVbgHABqYgxxSjS9yndUYYWEMIrkCwm_CrdJXmFcqTFKVvAUdblPmV6IRg&__tn__=%2CmH-R&c[0]=AT1hwUPBIFQ5jUwXi0O3JuJBtQ2y-JTiDYTfZgoyYM8EGmyD3qGqA7Ybj-CKKvZYW6xHIwfrcFm9Hz2S4fvimxfeP76rMWP1zNKuK5ADhAcHf7VL6xietVMwjAc_S54TkVXA4wn9AAkKx4w7jHvatSN8RL9tb6-h0M_fEl1HfjbTdbKjVHUWgPp4M4E8bbT16kHFS88f06c12IutOW1B-jDhdclW-ZVcJLzCpbQ,ORGANIC,ORGANIC
TBD,Brazil out of 2022 World Cup after losing to Croatia on penalties,Brazil were one of the favourites to win this 2022 World Cup.,2700,263,136,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Fbrazil-croatia-world-cup-2022%2F&h=AT1HhknBgTZZQ_bZEtCBTmBczF1qYyHC81LWp00dap6ldjAGek9mSrAKN2mG7Dn3PkaI5GHjQLZPIbtzakIHA15tAI9gprz3syyg_4GE46nSgRYUhm-HTSXLMfo-g4fvDY6PHGQiQ8EmFeAFT19iWrPIpg&__tn__=%2CmH-R&c[0]=AT2rk5m43-mZ0KMFqSy4_Ico2oD6NVKl7z5VBdEId0XwebFCyl53J-FmK9GaYJLZtNT1pYX-Hi_EHUZ9D4j350LhYRnEPdy8pSxGMldqFW4NYbbzhCXFM3Q0HYmxVYio74C7fUR4phAb49-1kgQJZ4OJpx1UK9yDIJ15gu_VljpwjAF61Ob3l_ZSqqwVd2wJgBIfgzwO3WsMy1R1A_OSdu-oosmXw3Wyz6o5dt4,ORGANIC,ORGANIC
TBD,SCDF to hold ceremonial funeral for fallen firefighter who had responded to over 20 fire & rescue incidents,19-year-old Corporal Edward H Go is the first firefighter to have fallen during an SCDF operation.,4200,658,331,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Ffirefighter-henderson-road-edward-go%2F&h=AT2zbmlg5fC1LHNxz0u34ZrJ4_BKBLkM6YT3VAawm7nis6ubYuvnO9pDUMbCV_po2ouE40AIrOwm6dIoy2AM5azSlzm7ZgljGCHbgT1Ar-bF_WMNiAp4r75dw6gFU3K0asxoE_01xJnOsXbS5swNn1anTA&__tn__=%2CmH-R&c[0]=AT3c2PJ_90qS7YVHQll6DqP3WyP2Zd2I4-BrtHi8iXYG1_hDRm19QoCBkpq3_6O6ahUs1aScL-DAzTxbwqJRryYMazLRcmcifSZi7pvfc3ZOu3ytOY2i4VWUdYiS0ouaVOLTBKvCvYEKBPo_NFbSKH3oh4hcKWwWzhXLIci9_el4TeclFMpnrnb_zx1FyrMfDdgwP2RLCQESFueNgV-ODYYIwu-jd1CKyV3_YN8,ORGANIC,ORGANIC
TBD,NParks receive alert about crocodile spotted near West Coast Park,These native reptiles can grow to more than 5m in length. NParks is monitoring the area and will continue to keep a close watch on the situation for public safety.,5000,513,1100,https://l.facebook.com/l.php?u=https%3A%2F%2Fmothership.sg%2F2022%2F12%2Fcrocodile-west-coast-park%2F&h=AT1eAGu1OHhwdnTiBzYr_SXkEwt3ta_b5D1s-5SV2zG-tcW1nGJ0FeTpeBXjdA1GwlKuDC1RPye3oufJnc_8Y_DiBWzlffVvQg6zuvEsbK0T8QQpCcA_WJ7swKGnLSkjHeuU6ktADNVwj2wi0niU4ArC2A&__tn__=%2CmH-R&c[0]=AT0LhlAbp1ZE0istza3h_t3_jciqL9lJpUlhABZ3mIquI6oDhU63pj8kAjc4OjsgsnBFKYBddTZo8KhotpLJIGmh9kr4981h32saFzhDORdlvfl-ixtU-Vjz81uFDX-eEY81ge5c_D9_EcXLtfS4owmqRDpZdlFJs6EegLBexeB-X_iJUlltfOGF5a0eON2Z8bdU52HC08vwN1y9vLAgwERo96zsqtUAO4JVnXo,ORGANIC,ORGANIC
